id,kwh
34874,0.0447203268708
34881,0.142931023078
34933,0.0511111013167
34969,0.0555288364586
35125,0.0331997937468
35265,0.0477276804574
35280,0.0490010505734
35330,0.071228920502
35338,0.0463378438417
35470,0.0950023637043
34195,0.0853053232748
34381,0.0397521683726
34492,0.0744987748249
34508,0.063257615127
34538,0.0559089560689
34551,0.0508671642725
34558,0.0478942825184
34722,0.0318236839197
34830,0.0530240129528
34976,0.0509477534581
35014,0.123743662627
35071,0.041449662888
35124,0.101781956639
35141,0.0555508549059
35305,0.116126146988
35356,0.0513090312891
35499,0.0407303941656
34319,0.0254017725392
34413,0.0403111070215
34439,0.0533555132583
34514,0.0487237743406
34527,0.0752785343312
34557,0.0273549266077
34721,0.015817002278
34820,0.0379173429227
34993,0.0316728756884
35015,0.108838383308
35040,0.033855506408
35117,0.093601901262
35150,0.0444544039184
35274,0.0986653688495
35359,0.0441546833494
35489,0.0297890064828
35501,0.0422530038984
34133,0.0260579416775
34306,0.0305277876702
34548,0.0828060271003
34549,0.0216141134311
34633,0.0750133390424
34698,0.0360393795641
34748,0.0490637351267
34873,0.0358930972989
34920,0.0225117496705
35032,0.0249482041743
35211,0.00824275140882
35246,0.0416813473258
35348,0.0204105810203
35355,0.032447991968
35391,0.0576961023003
35534,0.0667846022153
54255,0.0224442340438
34318,0.000136062889249
34334,0.0286590332075
34438,0.0424492308464
34507,0.030073635478
34528,0.0443959793724
34546,0.00183081784776
34716,0.0026048734974
34821,0.00437440679437
34992,0.00999935019248
34999,0.0595297427705
35065,0.0271503134681
35116,0.0374511050442
35149,0.0270641588958
35311,0.052794511671
35368,0.00805096808944
35490,0.00919549782884
35505,0.0168608689605
34291,0.0394086558061
34576,0.0597315406777
35613,0.0265425130639
35635,0.0570121081686
35744,0.103926239928
35754,0.0141660752089
35870,0.00387409185591
35933,0.0409007290131
36005,0.0373896023787
36019,0.0832981002258
36159,0.00327519382578
36403,0.0768900390054
36478,0.125702817609
36487,0.0455621054122
36520,0.11563669458
36545,0.0428829592924
36565,0.0470060419355
35652,0.011170204717
35814,0.0837113509989
35852,0.00446052675709
35901,0.0130332221012
35909,0.00184263629159
36057,0.0486918045411
36062,0.0668494750345
36092,0.00734309676085
36192,0.0172190378741
36324,0.0531230916557
36464,0.0557471351834
36496,0.00214632833491
36560,0.00399898411662
38844,0.0818581120422
40668,0.0991366085234
47841,0.0194635526683
49405,0.0784667645846
34179,0.0992908518439
34559,0.0844972373142
35597,0.054039945975
35606,0.0591163322662
35665,0.0625782742986
35704,0.0565957752196
35738,0.0914406110194
35890,0.0536170879129
35965,0.058476984021
36071,0.100706922054
36174,0.0673599607881
36205,0.00347400040227
36276,0.0183863104178
36284,0.0870596048664
36449,0.0707724373096
36546,0.0712884230864
49326,0.0838793467768
34290,0.109905298465
34561,0.0562267089785
35567,0.0924712039167
35660,0.119470144553
35717,0.0809956627183
35819,0.0789900559038
35861,0.0909446276487
35980,0.08160694163
36038,0.0746085140706
36076,0.133425775563
36085,0.0845817410634
36132,0.0663052621306
36138,0.0875945525484
36410,0.0731934097354
36551,0.0634278447239
38851,0.107713089868
45077,0.106230155835
34585,0.0916666679436
34603,0.0423945361261
35591,0.0671871377269
35596,0.0588159560897
35767,0.055885221274
35803,0.0823530620075
35911,0.143720257027
35979,0.0552444155175
36032,0.0551414504212
36275,0.0301927969576
36371,0.0980813831837
36384,0.0547535035374
36385,0.0983506117056
36421,0.094521512569
39832,0.10393679686
45065,0.0500761986265
50451,0.0913431028304
34141,0.157424691206
34601,0.189969382677
35670,0.192329350968
35716,0.122739098401
35739,0.152646539802
35831,0.134094563009
35862,0.168256518442
36037,0.119435021052
36104,0.174380222197
36173,0.187946395425
36306,0.19926775264
36579,0.145267201712
38792,0.157167521978
41611,0.187868481356
43395,0.142762263047
44636,0.168979838282
44943,0.14113182011
34556,0.205591469412
34565,0.233108616621
35722,0.233667535504
35783,0.240806590376
35804,0.165925401141
35949,0.195993452729
36013,0.274951527082
36077,0.140450751867
36110,0.136943495103
36212,0.184078308179
36300,0.252194217985
36351,0.236012268974
36430,0.143545703427
36458,0.265808734921
36465,0.25490490148
38429,0.222908341224
45426,0.160282368737
34560,0.252286711086
35576,0.201484965435
35588,0.203734631099
35629,0.285205539647
35636,0.263632102139
35775,0.228847174035
35832,0.344677756527
36143,0.156618744654
36246,0.211440496131
36268,0.165910241695
36315,0.199692295812
36395,0.269606054378
36411,0.255440501062
36484,0.18628337929
36534,0.232693998002
42019,0.198062946129
44070,0.169681385452
34194,0.288446122309
34562,0.241184535158
34564,0.305115892689
35559,0.322346686546
35583,0.294108042501
35653,0.33468329498
35675,0.219341729422
36105,0.211089145926
36165,0.197927562025
36191,0.203662608163
36240,0.310814997255
36323,0.274263616963
36338,0.29856027384
36472,0.367336002912
40434,0.355906585521
43092,0.300688700507
48139,0.289175172741
34292,0.396003621252
34575,0.345446971889
34583,0.432141599562
35643,0.2984884319
35820,0.367098237784
35851,0.397661998497
35927,0.447000029849
35943,0.219444708217
36058,0.271380406452
36091,0.260862447184
36186,0.406032551185
36299,0.267989454228
36358,0.211781106485
36459,0.177368008843
36500,0.313215033136
43376,0.265808512985
49422,0.215493921614
34180,0.18522897175
34555,0.360271628771
34590,0.477652625413
35566,0.335965933517
35758,0.236563185337
35776,0.203992444796
35900,0.40143097635
35926,0.317506678848
35988,0.261858752511
35997,0.359764975851
36154,0.326229933494
36217,0.321350585053
36234,0.397223420799
36247,0.218030421083
36412,0.373086709139
36572,0.401655951027
47736,0.305303977834
34563,0.274331994602
34573,0.249499574609
34587,0.170850609164
35558,0.18731054596
35644,0.202117441113
35789,0.171669211838
35825,0.308346134254
35908,0.227274722911
35925,0.24877349894
36002,0.257264779144
36027,0.291324650328
36098,0.324703937055
36148,0.292736581989
36153,0.321586523927
36233,0.198779576541
36343,0.23790951307
36495,0.259794419455
34140,0.149041005015
34566,0.168173142957
35612,0.167884925614
35689,0.185204440691
35875,0.195635428115
35938,0.184252061665
35959,0.189063382998
36180,0.227008122756
36185,0.216845371946
36199,0.183647140167
36254,0.233040463631
36277,0.231385221093
36294,0.121629110925
36437,0.171595467844
36528,0.276393077135
38327,0.169370779011
41559,0.191845917898
34209,0.134803742796
34284,0.147548122895
34286,0.159728697181
34598,0.139911241915
35705,0.141983953442
35838,0.137806712149
35956,0.123965723857
35970,0.143862962061
36020,0.120429671299
36118,0.132977827207
36206,0.1047173003
36225,0.11008026977
36339,0.0956175121504
36372,0.118072774374
36429,0.140322381202
36438,0.109664184491
36711,0.147872808755
34193,0.113223504841
34574,0.127553784278
34584,0.0849850981481
34589,0.124472777653
35602,0.088058298354
35611,0.0858486891505
35676,0.0827023941845
35697,0.0972139721765
36006,0.0836311455269
36119,0.0957825428521
36213,0.0994566393239
36261,0.0945806862828
36363,0.0849431670541
36378,0.0908260768478
36510,0.0902325957574
36519,0.121747316917
44569,0.119924779593
34269,0.0778635334435
35575,0.0835293020493
35681,0.101872843616
35730,0.111576417659
35753,0.0807818658405
35813,0.0792152997826
35839,0.0703061655212
35869,0.0753816269437
36044,0.105687870272
36070,0.098496240649
36099,0.0706026174891
36125,0.0823875401827
36164,0.0671808820467
36332,0.115985911513
36390,0.0738188827857
36552,0.0671695216895
44944,0.0691601946186
34586,0.0822532311954
34588,0.101748297481
35584,0.0785505671458
35592,0.108512936171
35659,0.082310847366
35768,0.0842430733205
35782,0.0895204892234
35876,0.0822824731138
35917,0.104644935644
35989,0.0737483076359
36239,0.0738116478945
36248,0.0394026488087
36290,0.0857077724486
36404,0.0556114045026
36535,0.0767440358569
44587,0.111645175399
47737,0.0711567384055
35620,0.0669285996275
35628,0.0793435716718
35761,0.071367519462
35843,0.0654712082763
35883,0.0846644186104
35918,0.0651477831121
35996,0.0746136298982
36012,0.0789875691671
36160,0.0448705907039
36285,0.06505042266
36418,0.101287494503
36479,0.0905981616197
36488,0.0578836426708
36527,0.028388899655
36556,0.0727981830067
36566,0.0535288882687
37301,0.0627640914805
35698,0.0956269042073
35708,0.0856057772609
35723,0.0531401882639
35788,0.0437232607424
35796,0.0644784740478
35944,0.0367425964761
36028,0.0529064145136
36059,0.0693897857138
36124,0.0572698704215
36179,0.0538982725618
36200,0.0677656400226
36352,0.0709126863065
36441,0.0644943665833
36450,0.0592081044028
36471,0.0569147224372
38437,0.0226731255524
47360,0.0701625489454
34154,0.0357631135374
34609,0.04832502029
34638,0.0440551942713
36753,0.111877768323
36877,0.0510444527992
37035,0.136894820469
37217,0.0361614717269
37279,0.032445555695
37397,0.0737462639995
37497,0.0497771654458
37527,0.100946684146
37553,0.0254082762618
39084,0.042810629834
40485,0.0539176184086
41947,0.0647049168105
44976,0.0121106583954
49928,0.137929949037
34639,0.0571894567666
36628,0.0866167244773
36648,0.0143202158356
36793,0.000382535050829
36834,0.0910228468173
36870,0.0253245765669
36878,0.0174756248575
36941,0.121402789345
36958,0.0161440082446
37012,0.0558660508481
37170,0.0306109669212
37208,0.0545654132388
37293,0.0357812757319
37304,0.117934422082
37411,0.0337773281501
37540,0.0287384699107
49884,0.0176324014799
36597,0.0895567151906
36657,0.0435831477661
36782,0.0716545602162
36871,0.0549509600694
36897,0.118434087424
36998,0.053994446765
37050,0.0347458954674
37176,0.0418042544751
37258,0.0137769543421
37384,0.086310148891
37446,0.048171187819
37536,0.0817959008527
37603,0.0396108431937
41876,0.0742169277685
48642,0.119268195585
48879,0.034165387107
49541,0.0231279365049
36604,0.0973017140957
36826,0.0628267385492
36927,0.0979807468614
37023,0.118908740892
37034,0.0995619297211
37089,0.0503853622583
37090,0.0696378382747
37143,0.0654429400335
37232,0.0717582783985
37241,0.0903361737214
37339,0.0576536296998
37403,0.063500324591
37514,0.0752317274438
37528,0.0956994422455
42045,0.0578710255138
44437,0.0725713042073
48836,0.0721661874915
36725,0.0589092938679
36957,0.156158036412
36991,0.112808740666
37005,0.114178703636
37058,0.117150358028
37059,0.091523842572
37066,0.0936919435646
37118,0.119171853088
37169,0.103800040468
37207,0.089649681394
37222,0.085001806297
37331,0.109002498202
37383,0.0708491202031
37439,0.0875905502132
37480,0.0950742461154
37563,0.105261835294
37693,0.117027141967
34613,0.168895137649
34636,0.108120469247
36613,0.139553408478
36739,0.120542694129
36818,0.0909709552262
36934,0.117135927083
36967,0.144739912963
36985,0.084272421432
37098,0.137154883822
37105,0.159659955578
37129,0.117638451051
37138,0.106099223642
37177,0.140740083081
37221,0.176353327943
37479,0.154596438681
45111,0.147634858182
51423,0.134823826437
36633,0.177027481006
36664,0.106784183945
36744,0.180383198853
36857,0.129942233882
36884,0.136626818028
37187,0.207914039283
37287,0.18170058962
37402,0.175590052139
37496,0.209169424046
37506,0.17586216606
37521,0.142132454127
37574,0.116105595771
40269,0.166364736954
42163,0.177749802827
42381,0.138043984448
44945,0.185244556562
50782,0.139907916339
34606,0.208300620391
36591,0.212429600176
36683,0.132766191133
36754,0.136383471721
36761,0.216227636709
36865,0.153562027264
36916,0.205988219167
37157,0.179944918488
37410,0.275839817169
37488,0.211969716321
37489,0.19763764039
37535,0.226423774944
37568,0.177299667127
39462,0.167346125495
42350,0.184528124566
47675,0.215214503962
50688,0.134620784755
34614,0.181368127878
36603,0.218335073889
36819,0.159547947737
36839,0.271214900649
36853,0.247550405272
36917,0.160081296803
36950,0.225690946999
37106,0.151539451685
37109,0.229801209322
40446,0.159231788527
43064,0.286957938971
45677,0.253731636945
47562,0.148554860973
48365,0.222562702448
49379,0.190791490691
50166,0.177258912932
50811,0.200213646431
34612,0.25045218468
34627,0.201864561421
34635,0.225833459478
36684,0.260940504999
36922,0.181266977848
37020,0.213329922263
37027,0.26299640249
37151,0.29302887238
37246,0.31390372675
37286,0.196143763031
37398,0.232642246049
39890,0.29031886997
46680,0.25283505313
46922,0.276544335535
47738,0.200003824724
51425,0.212919896377
51426,0.203876912111
34608,0.264673964624
36663,0.279938289587
36765,0.184043229674
36883,0.239335628877
36908,0.223226782921
37042,0.221434097068
37097,0.19919038706
37117,0.266647229727
37252,0.278731459505
37338,0.203648114968
37347,0.201161550611
37389,0.327386617085
37390,0.273506230998
37515,0.263511222727
38162,0.289644712607
42154,0.247874853437
47888,0.216684278218
36621,0.310460907632
36709,0.202751430215
36726,0.182572831851
36835,0.173594334725
36935,0.172242023708
36983,0.224372669435
37073,0.191643447353
37124,0.223287573674
37325,0.186218866576
37358,0.24791530085
37420,0.280849426649
37426,0.213572124625
37474,0.190442846672
38586,0.271936838736
42512,0.216509273509
46046,0.276783040566
48424,0.205560445977
36589,0.15602134321
36677,0.158982993179
36678,0.189230587167
36699,0.121551122802
36808,0.168112700576
37065,0.15686128413
37123,0.185726173179
37194,0.133516103305
37245,0.156786857529
37272,0.190794305653
37318,0.163235158914
37324,0.189889495309
37462,0.191664923837
37554,0.158794101327
40318,0.164708954007
45087,0.131220242608
51424,0.184961040694
34611,0.147366972311
34616,0.174055105335
36612,0.11916019106
36710,0.137047731505
36732,0.162529832153
36800,0.123925637573
36966,0.137262427914
37051,0.127733074869
37080,0.152758052403
37142,0.138126258159
37231,0.125089860522
37309,0.092569335098
37357,0.126750157335
37364,0.14131031808
38858,0.127570206915
41600,0.139695514907
49504,0.130250511642
34617,0.140956032634
36590,0.0836727599328
36598,0.0945284994287
36620,0.0958012084259
36642,0.110553502175
36690,0.122271485437
36999,0.0842933097897
37104,0.112932080529
37181,0.104882435391
37182,0.102787108357
37265,0.0991327696099
37294,0.0970328298475
37438,0.0977654656268
37454,0.0961218608371
39850,0.0955788914128
49340,0.0943532390078
50528,0.102192811442
36647,0.0832710437337
36733,0.0755266911071
36840,0.049689736904
36891,0.0756618902886
36896,0.09003715263
36928,0.0809816263811
36942,0.10255791675
36975,0.122747272107
37158,0.0789436611192
37163,0.0862757036907
37212,0.0691831246647
37266,0.0867762287717
37310,0.105089046065
37445,0.0916603792975
37475,0.0892465921954
37545,0.0835384852319
37559,0.07530585963
34637,0.0621342667886
36658,0.0707217284674
36846,0.0950871533383
36866,0.0697723743084
36906,0.0644542696614
36909,0.0796316794317
36949,0.0394518092863
37074,0.11173540276
37193,0.0778324586866
37332,0.0801481523115
37473,0.0770805457546
37507,0.0783518689361
43582,0.0687866711842
43814,0.0739815457755
47460,0.0678953522877
49330,0.0991211375263
50684,0.0774076840243
34214,0.0981857464988
34610,0.0650851323308
36641,0.0668526586584
36707,0.0522145602539
36760,0.0305717069733
36774,0.0846478252294
36787,0.0551445513932
36890,0.0468283776128
36984,0.0614014916939
37150,0.0417653456802
37240,0.0884196889286
37259,0.0665921896692
37375,0.034727170973
44328,0.0638612538542
49284,0.0609108522754
50343,0.0584415460349
50476,0.0641675839969
34615,0.0804986962319
36689,0.044480098517
36696,0.035096786247
36716,0.0419632141533
36794,0.0472026510143
36852,0.081624866822
36976,0.0480008215039
37043,0.0461212841657
37079,0.0415674719493
37130,0.0425480511664
37319,0.0485313344514
37346,0.0365192311738
37374,0.0505597296034
37421,0.0693658062305
37429,0.0394690750661
40787,0.0479177353363
46012,0.0312443221345
37577,0.108950307714
37784,0.0315966834169
37896,0.0479989527973
37996,0.050656709331
38038,0.0155301291274
38377,0.126801002846
38390,0.0302289251725
38609,0.0696353001918
39199,0.0335145558795
40623,0.127960056389
43167,0.028434913089
44949,0.0296436538141
47590,0.0200536656668
49248,0.027535469449
49265,0.028417060728
49324,0.0937427167815
51660,0.0310239743406
34233,0.0637792996654
34238,0.0336475327156
37762,0.120618824288
37792,0.0213032427869
37846,0.0230380929441
37891,0.068878711091
37955,0.0110798287254
38064,0.0224785913609
38137,0.0764580223524
38222,0.0267615163275
38365,0.0315445510474
44326,0.0298434428597
45994,0.0280223244888
47351,0.119165459579
49517,0.0738002658187
49658,0.0967458894958
49779,0.0267179634493
34236,0.0465905802187
37612,0.0737087855466
37720,0.0943896411515
37918,0.113325111414
37968,0.0488293703649
38000,0.0445255103007
38056,0.0483324328298
38107,0.0762711530988
38270,0.0316837694149
38376,0.087934652264
38406,0.0541251786666
38425,0.0364342629954
38482,0.115525139964
38500,0.0401056561298
38725,0.0472904241456
44392,0.0412502353634
49826,0.078955753721
34249,0.0895621669172
34252,0.0770997485992
37700,0.0463921759442
37950,0.157678166967
38037,0.112545486758
38046,0.0602198217153
38161,0.069015578497
38211,0.0718372534349
38307,0.0620937523627
38678,0.121039304749
42278,0.108876658051
43208,0.0563996482959
43236,0.0684247304467
48144,0.0690647536959
49161,0.0644583212555
50176,0.0699263669982
50222,0.11471509159
37671,0.109786014755
37813,0.0915627002286
37937,0.12847677803
37990,0.135823097971
38020,0.0846146337657
38025,0.116676594482
38047,0.086008306919
38185,0.0674794326226
38203,0.0980947617576
38323,0.129406734459
38458,0.0754708157038
38464,0.0957927033076
38550,0.0983816000806
38567,0.104608089521
42357,0.129419230684
46946,0.136646640636
48419,0.131484582764
37635,0.167417615768
37642,0.124444213608
37649,0.101492534433
37740,0.169967475819
37753,0.183746069507
37800,0.161832233744
37845,0.119584124412
37875,0.185778443798
37967,0.155788796812
38070,0.200293629572
38118,0.107998592443
38192,0.15501741842
38277,0.174283736354
38290,0.175312484927
38372,0.178615998914
38511,0.155090266
38525,0.183458435869
34237,0.211690825969
37735,0.211921556506
37771,0.261988506603
37777,0.238114208075
37876,0.201534131108
37892,0.257953325905
37978,0.198668712513
38124,0.143529459477
38155,0.164528551273
38241,0.206128059638
38360,0.128000838132
38381,0.244196504571
38489,0.132943798997
38519,0.24158335223
38531,0.247099324302
42655,0.247344920448
45086,0.223661676657
37683,0.165503296834
37715,0.270102065258
37752,0.215232109036
37883,0.143038661776
37912,0.349147670855
37956,0.13326526599
37991,0.322246151855
38224,0.247122834758
38248,0.298909002778
38316,0.230078700357
38364,0.312058884269
38488,0.264325416583
41438,0.22500957951
45849,0.319020481749
46837,0.216559748184
50471,0.22777619766
51663,0.163558586257
37643,0.424490277304
37654,0.336003311845
37663,0.266503590225
37807,0.131897916316
37825,0.380795041438
37936,0.192604816782
37943,0.23983139171
38001,0.31326040893
38032,0.164203253682
38078,0.287218380423
38221,0.39948685807
38416,0.34546521853
38424,0.34029446167
38447,0.355841489406
38472,0.411843411121
38601,0.241098439874
46860,0.29821688248
37618,0.34983407782
37650,0.366155914432
37692,0.281213024991
37793,0.465932820764
37812,0.455696101214
37856,0.313674869808
37929,0.362518334305
38149,0.383200101308
38176,0.305429267702
38212,0.131955876593
38234,0.309476490206
38337,0.204695754685
38577,0.377972395036
38596,0.314146662597
41570,0.271598257318
46295,0.179246209242
48621,0.210206587233
37613,0.256338660923
37708,0.325395260054
37719,0.133354809149
37904,0.231025601945
37905,0.173628065778
37989,0.410244416743
38099,0.362573413427
38108,0.290720344127
38117,0.298418931475
38256,0.311569069516
38300,0.432344659432
38398,0.351203155936
38545,0.270020731962
46644,0.277211138589
47408,0.348397985175
47613,0.347918939169
51662,0.347890646742
34235,0.210247707323
37758,0.289204771025
37770,0.263593815747
37819,0.287497874922
37865,0.253931229398
37895,0.258729929901
37977,0.276931282766
38055,0.256399131303
38125,0.157010658655
38177,0.252565836603
38261,0.232734905696
38359,0.173590466926
38471,0.185317841307
38501,0.297717267127
38518,0.272333613806
45570,0.266977037897
48289,0.30355131397
34239,0.238405973107
34251,0.137351843653
37619,0.156814070376
37678,0.196741175868
37778,0.236937029831
37785,0.23621124032
37857,0.197465864106
37870,0.180432738685
37928,0.169403143054
38156,0.197940743584
38193,0.127209880036
38230,0.168483338808
38291,0.124381163693
38351,0.174452594551
38576,0.198731586891
38578,0.230079678337
49283,0.212428700605
34250,0.117069783195
37583,0.145016109216
37628,0.102845730517
37662,0.121981411064
37701,0.103792677096
37714,0.126418674072
37728,0.116666668611
37911,0.16373984463
37959,0.128796949383
38063,0.103586331744
38169,0.14112683058
38258,0.122100124244
38299,0.0861187106126
38350,0.128395998045
38423,0.134889109166
38559,0.123064839862
38597,0.0780193646989
34234,0.126722547153
37592,0.0972597020982
37602,0.0987851098891
37672,0.114070992558
37747,0.141438874999
38012,0.0829757720726
38242,0.108980173425
38332,0.0830527892905
38463,0.10552217805
38481,0.0994034700456
38608,0.105871805898
39849,0.102871574376
43389,0.0880802766556
45579,0.119446005447
47447,0.0696411652236
49791,0.0627121121657
51661,0.0803901708385
34131,0.0757611319388
34219,0.0874089370972
34253,0.0753426657085
37820,0.0905633397986
37837,0.0588386784655
37944,0.0644967099575
38011,0.053559931455
38021,0.0631632843899
38338,0.073092481792
38405,0.108398456248
38495,0.0962916200263
39831,0.100007670636
42685,0.0907871297007
45526,0.0853910143595
48835,0.0809131999763
49540,0.076506456063
50433,0.128053353433
34232,0.0565937516444
37584,0.0524917810906
37629,0.0669194306506
37803,0.0519855213859
37836,0.0445063702017
37942,0.0499970023039
38093,0.0519853567898
38128,0.0560874134123
38136,0.0395273444699
38144,0.060479631682
38202,0.0448591123582
38310,0.0819569754101
38391,0.0473898625995
38566,0.0281494331141
38585,0.0448851923616
40148,0.0430931645647
42003,0.046901209764
34132,0.0471261222229
37709,0.0422420541757
37746,0.0359992088123
37864,0.0436042189675
38186,0.0227155108319
38281,0.0358972696144
38512,0.0454321191089
38532,0.0288063638043
38558,0.0606285931954
38570,0.0598591485345
38595,0.0311444703154
39889,0.0406494011141
40125,0.0501013342316
40968,0.0327719182012
41737,0.0466922853859
42589,0.0476905992647
48900,0.0760062451976
34248,0.0578283803332
37601,0.0151659207386
37605,0.015679262993
37627,0.0279689105968
37684,0.0225896750088
37871,0.0362406412403
37919,0.0125720758985
37951,0.0219134034647
38048,0.0243375692326
38084,0.0259340859013
38271,0.0123218497066
38282,0.02923603532
38333,0.0491527664904
38341,0.0176407543879
38407,0.00924511404252
38536,0.0170756915723
46290,0.0510361989631
38752,0.0388240977364
38870,0.0183029300824
39149,0.0825773782986
39172,0.0514951250178
39251,0.176680827011
39327,0.0460178473044
39421,0.0463598744156
39448,0.060375906874
39508,0.0917688954794
40518,0.0802718893073
41683,0.18160727392
42048,0.0401908962616
42935,0.016123844457
43874,0.0467468821395
46271,0.0927818379404
47840,0.00859397022051
48546,0.179338583544
38635,0.0751081116185
38724,0.068101756368
38760,0.0058123101201
38778,0.0997835451643
38791,0.000608556062619
38832,0.0135010112544
38948,0.0139907568332
39051,0.0966113020603
39110,0.00387325160536
39127,0.0707595129017
39386,0.000160605906959
39509,0.0471130184246
39691,0.0176807326586
42684,0.00713213107367
47152,0.0170195453735
49103,0.0770083726021
49346,0.012702339386
38631,0.0951505069584
38688,0.024503551345
38831,0.00858899182569
38856,0.0779689714174
38876,0.00538030086135
38966,0.0545459615369
39082,0.0121593358087
39198,0.0285000286334
39240,0.0847854741325
39279,0.0142439107291
39325,0.0264290723522
39348,0.0136421305528
